location,location_normalized,username,date,rating,text,text_en,business_response,source,filename
Парадная,Ryumochnaya Paradnaya,Вероника Земцова,2024-04-11,5,Отдельное уважение за прокладки в туалетк,,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Элин Элин,2024-04-09,5,"Мне понравилось, классное место, бармены красавчики",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Милена Владимировна,2024-04-04,5,"Лучшие 🌸приятная атмосфера, приятные люди 🌷",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Гость от «нетмонет»,2024-03-31,5,жесткие комфорты. векового процветания и благополучия всем и каждому в парадной команде. фрикинг респектабл.,,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Алексей Плотников,2024-03-24,5,"Лучшее заведение города! Настойки отличного качества, никогда с них не болел. Персонал всегда приветлив, бармены вообще самые лучшие!",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Гость от «нетмонет»,2024-03-08,5,"Ребята, я вас люблю ❤️🥵
Настик Ланчи.",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Иванна Иванкова,2024-03-07,5,"Отличное место, вкусные настойки, атмосферно",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Юлия Петерсон,2024-03-02,5,"Шикарно
Впрочем как и всегда✨
Красиво и вкусно)",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Tyler Ross,2024-02-25,5,"Лучшее место, уже два года не выхожу",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Надежда Старикова,2024-02-24,5,"Отличные настойки, кухня тоже порадовала) И спасибо официантам и в целом персоналу! Приеду ещё раз и буду рекомендовать друзьям!)",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Vladimir Ivanov,2024-02-23,5,"Интересно. Движ. Есть риск, что все места будут заняты.",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Влад Е,2024-02-22,5,"Лучший бар в городе, 2 года отдыхаю только здесь. Атмосфера, персонал, выпивка все на высшем уровне!",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Аня Елькина,2024-02-22,5,"Замечательное место для встречи с друзьями, весёлые и общительные бармены. Отдельно хочу выделить интерьер, приятно там находится",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Александр Шилов,2024-02-20,5,"шалом, приятели
место — кайфовое! бармены ещё лучше!
Сливочный банан в сердечке 🤍",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Надя Филиппова,2024-02-19,5,"Прекрасное место, персонал уже стал как семья, есть настойки на любой вкус, всем советую!❤️",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Даша Трутнева,2024-02-19,5,"Отличное место, самые вкусные настойки в городе
Советую приехать сюда хотя бы раз, останетесь здесь надолго))",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Вадим Вагнер,2024-02-19,5,Объективно лучшая рюмочная в городе. Либеральные цены на вкусные коктейли. Раз в неделю захожу посидеть и отдохнуть в приятной атмосфере,,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Anst 777,2024-02-07,5,Хорошее и атмосферное заведение. Цены вполне демократичные.,,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Гость от «нетмонет»,2024-01-28,5,"Было круто! Невероятные закуски и прекрасные настойки. Официанту с короткой стрижкой отдельный респект❤️
Пусть напишет мне в тг: Ravenclaw_31",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Полина Иванова,2024-01-09,4,"Хорошее заведение поболтать, выпить и отдохнуть)",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Гость от «нетмонет»,2024-01-06,5,"АХУ...ЕЛЬНО МЕСТО!!! Обязательно заходите сюда, если вы не были или впервые в Перми!",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Светлана Новопашина,2023-12-26,5,"Очень классное место, необычные настойки, вежливые официанты.",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Гость от «нетмонет»,2023-12-06,5,Спасибо ребятам!,,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Гость от «нетмонет»,2023-12-06,5,"Лучшие в Перми. Музыка, кухня, напитки всё на высоте. Всем обязательно стоит зайти сюда",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Гость от «нетмонет»,2023-12-02,5,"Лучшей девушке, которая каким-то образом с длиннющими ногтями умудряется попадать по клавишам на телефоне. <3",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Гость от «нетмонет»,2023-11-24,5,"Бармены красавчики, спасибо за лимончелу❤️.",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Лера Демидова,2023-10-22,5,"Шикарное заведение, ценник еще лучше🔥
Очень уютно, приятный персонал, есть о чем пообщаться
Можно приходить одному, скучно не будет)",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Евгений Какойтович,2023-10-15,5,"Персонал уже стал как семья. Замечательные настойки, крутые тусовки",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Ирина Шихарева,2023-08-23,5,"Отличное место, прекрасный персонал, настойки вау, всем рекомендую)))",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Гость от «нетмонет»,2023-08-15,5,Лучшая девушка с прозрачными тоннелями.,,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Гость от «нетмонет»,2023-08-11,4,Все супер!,,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Михаил Т,2023-08-07,5,"Хорошее место, адекватные цены, приветливый и вежливый персонал. Приличный выбор напитков и закусок. Рекомендую попробовать настойки в честь 300-летия Перми",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Гость от «нетмонет»,2023-08-05,5,Официант Алексей лучший!,,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Александр Прочаков,2023-08-03,5,"Самые вкусные в мире настойки, не знаю кто их делает, но он просто Бог!
Сервис великолепный, интерьер восхитительный!",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Андрей А.,2023-08-02,5,Классное место 👍🔥,,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Патокина Ксения,2023-07-28,5,Шедеврально!,,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Мария Ермольчева,2023-07-22,5,Это кайф :),,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Юлия Чиганцева,2023-07-15,5,"Отличное место! Очень атмосферно! Необычно, оригинально, вкусно!",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Nikolay Mitrofanov,2023-06-30,5,"Очень атмосферное и стильное место! Очень вкусные настойки, коктейли и закуски! Второй раз в Перми и целенаправленно шли сюда!",,,2GIS,2gis-ryumochnaya.html
Парадная,Ryumochnaya Paradnaya,Максим Алыев,2023-06-19,5,"Все атас!! Ильюха красавчик, Устюгов вообще огонь!!! Девочки вообще умнички, бармены волшебники! Все молодцы, всех люблю",,,2GIS,2gis-ryumochnaya.html
